trade_type,dms_orig,dms_dest,dms_mode,sctg2,fr_orig,fr_dest,fr_inmode,fr_outmode,tons_2024,current_value_2024
Import flows,Honolulu HI,Philadelphia PA-NJ-DE-MD (NJ Part),Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.073,2535
Import flows,Honolulu HI,New York NY-NJ-CT-PA (NY Part),Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.426,3946
Import flows,Honolulu HI,Cincinnati OH-KY-IN (OH Part),Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,1.568,14518
Import flows,Honolulu HI,Cleveland OH,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,3.188,29521
Import flows,Honolulu HI,Columbus OH,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,2.274,21060
Import flows,Honolulu HI,Dayton OH,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.986,9126
Import flows,Honolulu HI,Rest of OH,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,2.654,24578
Import flows,Honolulu HI,Oklahoma City OK,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,3.363,31139
Import flows,Honolulu HI,Tulsa OK,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,2.686,24875
Import flows,Honolulu HI,Rest of OK,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,3.045,28199
Import flows,Honolulu HI,Portland OR-WA (OR Part),Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,21.548,199528
Import flows,Honolulu HI,Rest of OR,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,12.665,117279
Import flows,Honolulu HI,Philadelphia PA-NJ-DE-MD (PA Part),Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,1.761,16304
Import flows,Honolulu HI,Pittsburgh PA-OH-WV (PA Part),Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.971,8995
Import flows,Honolulu HI,New York NY-NJ-CT-PA (PA Part),Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.371,3437
Import flows,Honolulu HI,Rest of PA,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,1.865,17267
Import flows,Honolulu HI,Austin TX,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,2.977,27566
Import flows,Honolulu HI,Austin TX,Multiple modes & mail,Articles-base metal,SE Asia & Oceania,,Water,,2.618,6724
Import flows,Honolulu HI,Beaumont TX,Water,Articles-base metal,SE Asia & Oceania,,Water,,0.51,1310
Import flows,Honolulu HI,Beaumont TX,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.58,5369
Import flows,Honolulu HI,Corpus Christi TX,Water,Articles-base metal,SE Asia & Oceania,,Water,,0.651,1672
Import flows,Honolulu HI,Corpus Christi TX,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.74,6853
Import flows,Honolulu HI,Dallas-Fort Worth TX-OK (TX Part),Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,10.982,101694
Import flows,Honolulu HI,Dallas-Fort Worth TX-OK (TX Part),Multiple modes & mail,Articles-base metal,SE Asia & Oceania,,Water,,9.659,24805
Import flows,Honolulu HI,El Paso TX-NM (TX Part),Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,1.185,10972
Import flows,Honolulu HI,El Paso TX-NM (TX Part),Multiple modes & mail,Articles-base metal,SE Asia & Oceania,,Water,,1.042,2676
Import flows,Honolulu HI,Houston TX,Water,Articles-base metal,SE Asia & Oceania,,Water,,8.789,22570
Import flows,Honolulu HI,Houston TX,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,9.993,92531
Import flows,Honolulu HI,Laredo TX,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.385,3566
Import flows,Honolulu HI,San Antonio TX,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,3.479,32213
Import flows,Honolulu HI,San Antonio TX,Multiple modes & mail,Articles-base metal,SE Asia & Oceania,,Water,,3.06,7858
Import flows,Honolulu HI,Rest of TX,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,9.497,87939
Import flows,Honolulu HI,Rest of TX,Multiple modes & mail,Articles-base metal,SE Asia & Oceania,,Water,,8.353,21450
Import flows,Honolulu HI,Vermont,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.266,2466
Import flows,Honolulu HI,Richmond VA,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.229,2124
Import flows,Honolulu HI,Virginia Beach-Norfolk VA-NC (VA Part),Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.299,2771
Import flows,Honolulu HI,Washington DC-VA-MD-WV (VA Part),Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.53,4910
Import flows,Honolulu HI,Rest of VA,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.443,4100
Import flows,Honolulu HI,Seattle WA,Water,Articles-base metal,SE Asia & Oceania,,Water,,234.538,602323
Import flows,Honolulu HI,Seattle WA,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.655,6066
Import flows,Honolulu HI,Portland OR-WA (WA Part),Multiple modes & mail,Articles-base metal,SE Asia & Oceania,,Water,,29.076,74671
Import flows,Honolulu HI,Rest of WA,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.28,2596
Import flows,Honolulu HI,Rest of WA,Multiple modes & mail,Articles-base metal,SE Asia & Oceania,,Water,,100.373,257769
Import flows,Rest of HI,Honolulu HI,Water,Articles-base metal,SE Asia & Oceania,,Water,,39.37,101107
Import flows,Rest of HI,Rest of HI,Truck,Articles-base metal,SE Asia & Oceania,,Water,,8.742,22451
Import flows,Rest of HI,Rest of HI,Water,Articles-base metal,SE Asia & Oceania,,Water,,8.742,22451
Import flows,Louisville KY-IN (KY Part),Honolulu HI,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.081,5544
Import flows,Louisville KY-IN (KY Part),Rest of HI,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.036,2462
Import flows,Cleveland OH,Honolulu HI,Multiple modes & mail,Articles-base metal,SE Asia & Oceania,,Water,,7.832,32997
Import flows,Cleveland OH,Rest of HI,Multiple modes & mail,Articles-base metal,SE Asia & Oceania,,Water,,3.478,14654
Import flows,Memphis TN-MS-AR (TN Part),Honolulu HI,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.401,74416
Import flows,Memphis TN-MS-AR (TN Part),Rest of HI,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.178,33048
Import flows,Seattle WA,Honolulu HI,Water,Articles-base metal,SE Asia & Oceania,,Water,,0.767,1695
Import flows,Los Angeles CA,Honolulu HI,Air (include truck-air),Machinery,Canada,,Air (include truck-air),,0.183,41889
Import flows,Los Angeles CA,Rest of HI,Air (include truck-air),Machinery,Canada,,Air (include truck-air),,0.081,18603
Import flows,San Francisco CA,Honolulu HI,Water,Machinery,Canada,,Water,,68.902,395596
Import flows,San Francisco CA,Rest of HI,Water,Machinery,Canada,,Water,,30.599,175684
Import flows,Honolulu HI,Los Angeles CA,Air (include truck-air),Machinery,Canada,,Air (include truck-air),,0.003,7652
Import flows,Honolulu HI,Sacramento CA,Air (include truck-air),Machinery,Canada,,Air (include truck-air),,0,1061
Import flows,Honolulu HI,San Diego CA,Air (include truck-air),Machinery,Canada,,Air (include truck-air),,0.001,1360
Import flows,Honolulu HI,San Francisco CA,Air (include truck-air),Machinery,Canada,,Air (include truck-air),,0.002,3606
Import flows,Honolulu HI,Rest of CA,Air (include truck-air),Machinery,Canada,,Air (include truck-air),,0.001,1966
Import flows,Honolulu HI,Miami FL,Air (include truck-air),Machinery,Canada,,Air (include truck-air),,0.113,2529
Import flows,Honolulu HI,Orlando FL,Air (include truck-air),Machinery,Canada,,Air (include truck-air),,0.055,1226
Import flows,Honolulu HI,Tampa FL,Air (include truck-air),Machinery,Canada,,Air (include truck-air),,0.052,1158
Import flows,Honolulu HI,Rest of FL,Air (include truck-air),Machinery,Canada,,Air (include truck-air),,0.103,2311
Import flows,Honolulu HI,Honolulu HI,Truck,Machinery,Canada,,Water,,7.575,41372
Import flows,Honolulu HI,Honolulu HI,Truck,Machinery,Canada,,Air (include truck-air),,4.259,772614
Import flows,Honolulu HI,Honolulu HI,Water,Machinery,Canada,,Water,,1.007,5498
Import flows,Honolulu HI,Honolulu HI,Multiple modes & mail,Machinery,Canada,,Water,,1.541,8419
Import flows,Honolulu HI,Rest of HI,Air (include truck-air),Machinery,Canada,,Air (include truck-air),,1.891,343119
Import flows,Honolulu HI,Rest of HI,Multiple modes & mail,Machinery,Canada,,Water,,4.495,24554
Import flows,Honolulu HI,Chicago IL-IN-WI (IL Part),Water,Machinery,Canada,,Water,,33.328,182037
Import flows,Honolulu HI,Chicago IL-IN-WI (IL Part),Air (include truck-air),Machinery,Canada,,Air (include truck-air),,0.001,3131
Import flows,Honolulu HI,St. Louis MO-IL (IL Part),Water,Machinery,Canada,,Water,,2.719,14849
Import flows,Honolulu HI,Rest of IL,Water,Machinery,Canada,,Water,,11.784,64364
Import flows,Honolulu HI,Rest of IL,Air (include truck-air),Machinery,Canada,,Air (include truck-air),,0,1107
Import flows,Honolulu HI,Detroit MI,Air (include truck-air),Machinery,Canada,,Air (include truck-air),,0.97,21656
Import flows,Honolulu HI,Detroit MI,Multiple modes & mail,Machinery,Canada,,Water,,12.463,68074
Import flows,Honolulu HI,Grand Rapids MI,Air (include truck-air),Machinery,Canada,,Air (include truck-air),,0.264,5905
Import flows,Honolulu HI,Grand Rapids MI,Multiple modes & mail,Machinery,Canada,,Water,,3.398,18562
Import flows,Honolulu HI,Rest of MI,Air (include truck-air),Machinery,Canada,,Air (include truck-air),,0.575,12841
Import flows,Honolulu HI,Rest of MI,Multiple modes & mail,Machinery,Canada,,Water,,7.39,40364
Import flows,Honolulu HI,Charlotte NC-SC (NC Part),Multiple modes & mail,Machinery,Canada,,Water,,1.56,8522
Import flows,Honolulu HI,Greensboro--Winston-Salem--High Point NC,Multiple modes & mail,Machinery,Canada,,Water,,1.132,6184
Import flows,Honolulu HI,Raleigh-Durham NC,Multiple modes & mail,Machinery,Canada,,Water,,1.495,8165
Import flows,Honolulu HI,Rest of NC,Multiple modes & mail,Machinery,Canada,,Water,,2.799,15288
Import flows,Honolulu HI,Seattle WA,Air (include truck-air),Machinery,Canada,,Air (include truck-air),,0.1,2240
Import flows,Rest of HI,Honolulu HI,Air (include truck-air),Machinery,Canada,,Air (include truck-air),,0.006,2828
Import flows,Rest of HI,Rest of HI,Air (include truck-air),Machinery,Canada,,Air (include truck-air),,0.003,1256
Import flows,Idaho,Honolulu HI,Multiple modes & mail,Machinery,Canada,,Truck,,16.13,55721
Import flows,Idaho,Rest of HI,Multiple modes & mail,Machinery,Canada,,Truck,,7.163,24746
Import flows,Louisville KY-IN (KY Part),Honolulu HI,Air (include truck-air),Machinery,Canada,,Air (include truck-air),,0.22,274010
Import flows,Louisville KY-IN (KY Part),Rest of HI,Air (include truck-air),Machinery,Canada,,Air (include truck-air),,0.098,121688
Import flows,New Orleans LA-MS (LA Part),Honolulu HI,Air (include truck-air),Machinery,Canada,,Air (include truck-air),,0.1,2227
Import flows,Detroit MI,Honolulu HI,Multiple modes & mail,Machinery,Canada,,Truck,,381.804,2889152
Import flows,Detroit MI,Honolulu HI,Multiple modes & mail,Machinery,Canada,,Multiple modes & mail,,57.211,1446620
Import flows,Detroit MI,Rest of HI,Multiple modes & mail,Machinery,Canada,,Truck,,169.559,1283074
Import flows,Detroit MI,Rest of HI,Multiple modes & mail,Machinery,Canada,,Multiple modes & mail,,25.407,642445
Import flows,Montana,Honolulu HI,Multiple modes & mail,Machinery,Canada,,Truck,,13.787,83779
Import flows,Montana,Rest of HI,Multiple modes & mail,Machinery,Canada,,Truck,,6.123,37206
Import flows,Buffalo NY  CFS Area,Honolulu HI,Multiple modes & mail,Machinery,Canada,,Truck,,21.201,379082
Import flows,Buffalo NY  CFS Area,Honolulu HI,Multiple modes & mail,Machinery,Canada,,Multiple modes & mail,,1.502,40770
Import flows,Buffalo NY  CFS Area,Rest of HI,Multiple modes & mail,Machinery,Canada,,Truck,,9.415,168351
Import flows,Buffalo NY  CFS Area,Rest of HI,Multiple modes & mail,Machinery,Canada,,Multiple modes & mail,,0.667,18106
Import flows,Rest of NY,Honolulu HI,Multiple modes & mail,Machinery,Canada,,Truck,,6.057,146942
Import flows,Rest of NY,Honolulu HI,Multiple modes & mail,Machinery,Canada,,Multiple modes & mail,,1.694,24083
Import flows,Rest of NY,Rest of HI,Multiple modes & mail,Machinery,Canada,,Truck,,2.69,65257
Import flows,Rest of NY,Rest of HI,Multiple modes & mail,Machinery,Canada,,Multiple modes & mail,,0.752,10695
Import flows,North Dakota,Honolulu HI,Multiple modes & mail,Machinery,Canada,,Truck,,2.792,48026
Import flows,North Dakota,Rest of HI,Multiple modes & mail,Machinery,Canada,,Truck,,1.24,21329
Import flows,Cleveland OH,Honolulu HI,Air (include truck-air),Machinery,Canada,,Air (include truck-air),,0.046,1022
Import flows,Memphis TN-MS-AR (TN Part),Honolulu HI,Air (include truck-air),Machinery,Canada,,Air (include truck-air),,0.275,479384
Import flows,Memphis TN-MS-AR (TN Part),Rest of HI,Air (include truck-air),Machinery,Canada,,Air (include truck-air),,0.122,212895
Import flows,Rest of WA,Honolulu HI,Multiple modes & mail,Machinery,Canada,,Truck,,37.674,1002988
Import flows,Rest of WA,Honolulu HI,Multiple modes & mail,Machinery,Canada,,Multiple modes & mail,,60.151,504838
Import flows,Rest of WA,Rest of HI,Multiple modes & mail,Machinery,Canada,,Truck,,16.731,445427
Import flows,Rest of WA,Rest of HI,Multiple modes & mail,Machinery,Canada,,Multiple modes & mail,,26.713,224199
Import flows,San Diego CA,Honolulu HI,Multiple modes & mail,Machinery,Mexico,,Truck,,13.209,89054
Import flows,San Diego CA,Rest of HI,Multiple modes & mail,Machinery,Mexico,,Truck,,5.866,39549
Import flows,Rest of CA,Honolulu HI,Multiple modes & mail,Machinery,Mexico,,Truck,,185.344,906467
Import flows,Rest of CA,Rest of HI,Multiple modes & mail,Machinery,Mexico,,Truck,,82.311,402562
Import flows,Honolulu HI,Phoenix AZ,Air (include truck-air),Machinery,Mexico,,Air (include truck-air),,0.335,7485
Import flows,Honolulu HI,Tucson AZ,Air (include truck-air),Machinery,Mexico,,Air (include truck-air),,0.076,1688
Import flows,Honolulu HI,Rest of AZ,Air (include truck-air),Machinery,Mexico,,Air (include truck-air),,0.085,1907
Import flows,Honolulu HI,Los Angeles CA,Air (include truck-air),Machinery,Mexico,,Air (include truck-air),,0.634,14160
Import flows,Honolulu HI,Sacramento CA,Air (include truck-air),Machinery,Mexico,,Air (include truck-air),,0.088,1963
Import flows,Honolulu HI,San Diego CA,Air (include truck-air),Machinery,Mexico,,Air (include truck-air),,0.113,2516
Import flows,Honolulu HI,San Francisco CA,Air (include truck-air),Machinery,Mexico,,Air (include truck-air),,0.299,6673
Import flows,Honolulu HI,Rest of CA,Air (include truck-air),Machinery,Mexico,,Air (include truck-air),,0.163,3638
Import flows,Honolulu HI,Jacksonville FL-GA  CFS Area (FL Part),Air (include truck-air),Machinery,Mexico,,Air (include truck-air),,0.497,11110
Import flows,Honolulu HI,Miami FL,Air (include truck-air),Machinery,Mexico,,Air (include truck-air),,2.139,47766
Import flows,Honolulu HI,Orlando FL,Air (include truck-air),Machinery,Mexico,,Air (include truck-air),,1.037,23161
Import flows,Honolulu HI,Tampa FL,Air (include truck-air),Machinery,Mexico,,Air (include truck-air),,0.979,21868
Import flows,Honolulu HI,Rest of FL,Air (include truck-air),Machinery,Mexico,,Air (include truck-air),,1.954,43646
Import flows,Honolulu HI,Atlanta GA,Air (include truck-air),Machinery,Mexico,,Air (include truck-air),,0.109,2438
Import flows,Honolulu HI,Rest of GA,Air (include truck-air),Machinery,Mexico,,Air (include truck-air),,0.055,1238
Import flows,Honolulu HI,Honolulu HI,Truck,Machinery,Mexico,,Air (include truck-air),,0.231,1925
Import flows,Honolulu HI,Austin TX,Multiple modes & mail,Machinery,Mexico,,Water,,2.431,13278
Import flows,Honolulu HI,Beaumont TX,Water,Machinery,Mexico,,Water,,0.473,2586
Import flows,Honolulu HI,Corpus Christi TX,Water,Machinery,Mexico,,Water,,0.604,3301
Import flows,Honolulu HI,Dallas-Fort Worth TX-OK (TX Part),Multiple modes & mail,Machinery,Mexico,,Water,,8.968,48982
Import flows,Honolulu HI,El Paso TX-NM (TX Part),Multiple modes & mail,Machinery,Mexico,,Water,,0.968,5285
Import flows,Honolulu HI,Houston TX,Water,Machinery,Mexico,,Water,,8.16,44569
Import flows,Honolulu HI,Laredo TX,Multiple modes & mail,Machinery,Mexico,,Water,,0.314,1718
Import flows,Honolulu HI,San Antonio TX,Multiple modes & mail,Machinery,Mexico,,Water,,2.841,15516
Import flows,Honolulu HI,Rest of TX,Multiple modes & mail,Machinery,Mexico,,Water,,7.755,42357
