trade_type,dms_origst,dms_destst,dms_mode,sctg2,fr_orig,fr_dest,fr_inmode,fr_outmode,tons_2024,current_value_2024
Import flows,Hawaii,Louisiana,Multiple modes & mail,Crude petroleum,Rest of Americas,,Water,,0,0
Import flows,Hawaii,Texas,Multiple modes & mail,Crude petroleum,Rest of Americas,,Water,,0,0
Import flows,Hawaii,California,Water,Crude petroleum,Europe,,Water,,0,0
Import flows,Hawaii,Hawaii,No domestic mode,Crude petroleum,Europe,,Water,,0,0
Import flows,Hawaii,Pennsylvania,Multiple modes & mail,Crude petroleum,Europe,,Water,,0,0
Import flows,Hawaii,California,Water,Crude petroleum,Africa,,Water,,0,0
Import flows,Hawaii,Florida,Multiple modes & mail,Crude petroleum,Africa,,Water,,0,0
Import flows,Hawaii,Hawaii,No domestic mode,Crude petroleum,Africa,,Water,,0,0
Import flows,Hawaii,Louisiana,Multiple modes & mail,Crude petroleum,Africa,,Water,,0,0
Import flows,Hawaii,Pennsylvania,Multiple modes & mail,Crude petroleum,Africa,,Water,,0,0
Import flows,Hawaii,Texas,Multiple modes & mail,Crude petroleum,Africa,,Water,,0,0
Import flows,California,Hawaii,Water,Crude petroleum,SW & Central Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,No domestic mode,Crude petroleum,SW & Central Asia,,Water,,0,0
Import flows,Pennsylvania,Hawaii,Multiple modes & mail,Crude petroleum,SW & Central Asia,,Water,,9021.487,46974473
Import flows,Hawaii,Hawaii,No domestic mode,Crude petroleum,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,Hawaii,Truck,Gasoline,Canada,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Gasoline,Canada,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Gasoline,Canada,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Gasoline,Canada,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Gasoline,Canada,,Water,,0,0
Import flows,Florida,Hawaii,Multiple modes & mail,Gasoline,Rest of Americas,,Water,,42459.564,46438654
Import flows,Hawaii,Hawaii,Truck,Gasoline,Europe,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Gasoline,Europe,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Gasoline,Europe,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Gasoline,Europe,,Water,,0,0
Import flows,Hawaii,Hawaii,Truck,Gasoline,Africa,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Gasoline,Africa,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Gasoline,Africa,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Gasoline,Africa,,Water,,0,0
Import flows,Hawaii,Hawaii,Truck,Gasoline,SW & Central Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Gasoline,SW & Central Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Gasoline,SW & Central Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Gasoline,SW & Central Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Gasoline,SW & Central Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Truck,Gasoline,Eastern Asia,,Water,,973966.434,271177746
Import flows,Hawaii,Hawaii,Water,Gasoline,Eastern Asia,,Water,,193493.284,52815914
Import flows,Hawaii,Hawaii,Water,Gasoline,Eastern Asia,,Water,,386920.572,117601932
Import flows,Hawaii,Hawaii,Multiple modes & mail,Gasoline,Eastern Asia,,Water,,96746.631,26407954
Import flows,Hawaii,Hawaii,Multiple modes & mail,Gasoline,Eastern Asia,,Water,,186239.773,50835997
Import flows,Hawaii,Hawaii,Truck,Gasoline,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Gasoline,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Gasoline,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Gasoline,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Gasoline,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,Hawaii,Truck,Fuel oils,Canada,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Fuel oils,Canada,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Fuel oils,Canada,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Fuel oils,Canada,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Fuel oils,Canada,,Water,,0,0
Import flows,Hawaii,Hawaii,Truck,Fuel oils,Mexico,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Fuel oils,Mexico,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Fuel oils,Mexico,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Fuel oils,Mexico,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Fuel oils,Mexico,,Water,,0,0
Import flows,Florida,Hawaii,Multiple modes & mail,Fuel oils,Rest of Americas,,Water,,24483.508,26777975
Import flows,Hawaii,Hawaii,Truck,Fuel oils,Rest of Americas,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Fuel oils,Rest of Americas,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Fuel oils,Rest of Americas,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Fuel oils,Rest of Americas,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Fuel oils,Rest of Americas,,Water,,0,0
Import flows,Tennessee,Hawaii,Air (include truck-air),Fuel oils,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Truck,Fuel oils,SW & Central Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Fuel oils,SW & Central Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Fuel oils,SW & Central Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Fuel oils,SW & Central Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Fuel oils,SW & Central Asia,,Water,,0,0
Import flows,Louisiana,Hawaii,Multiple modes & mail,Fuel oils,SW & Central Asia,,Water,,124339.808,37980296
Import flows,Hawaii,California,Air (include truck-air),Fuel oils,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Truck,Fuel oils,Eastern Asia,,Water,,160363.275,44085355
Import flows,Hawaii,Hawaii,Water,Fuel oils,Eastern Asia,,Water,,19723.216,5383648
Import flows,Hawaii,Hawaii,Water,Fuel oils,Eastern Asia,,Water,,43940.429,12697883
Import flows,Hawaii,Hawaii,Multiple modes & mail,Fuel oils,Eastern Asia,,Water,,9861.603,2691822
Import flows,Hawaii,Hawaii,Multiple modes & mail,Fuel oils,Eastern Asia,,Water,,41104.128,11219780
Import flows,Hawaii,Hawaii,Truck,Fuel oils,SE Asia & Oceania,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Air (include truck-air),Fuel oils,SE Asia & Oceania,,Air (include truck-air),,0,0
Import flows,California,Hawaii,Water,Natural gas and other fossil products,Canada,,Water,,0,0
Import flows,Hawaii,Hawaii,Truck,Natural gas and other fossil products,Canada,,Water,,8734.44,9232541
Import flows,Hawaii,Hawaii,Water,Natural gas and other fossil products,Canada,,Water,,10627.091,11233126
Import flows,Michigan,Hawaii,Multiple modes & mail,Natural gas and other fossil products,Canada,,Truck,,0,0
Import flows,Texas,Hawaii,Multiple modes & mail,Natural gas and other fossil products,Mexico,,Truck,,0,0
Import flows,Hawaii,Hawaii,Truck,Natural gas and other fossil products,Rest of Americas,,Water,,13505.542,14275726
Import flows,Hawaii,Hawaii,Water,Natural gas and other fossil products,Rest of Americas,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Natural gas and other fossil products,Rest of Americas,,Water,,13964.993,14761379
Import flows,Hawaii,Hawaii,Multiple modes & mail,Natural gas and other fossil products,Rest of Americas,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Natural gas and other fossil products,Rest of Americas,,Water,,0,0
Import flows,California,Hawaii,Water,Natural gas and other fossil products,Europe,,Water,,5.03,5316
Import flows,Hawaii,Hawaii,Truck,Natural gas and other fossil products,Europe,,Water,,20152.798,21302058
Import flows,Hawaii,Hawaii,Water,Natural gas and other fossil products,Europe,,Water,,8949.87,9460257
Import flows,Hawaii,Hawaii,Truck,Natural gas and other fossil products,Africa,,Water,,7345.852,7764766
Import flows,Hawaii,Hawaii,Water,Natural gas and other fossil products,Africa,,Water,,9906.52,10471462
Import flows,Hawaii,Hawaii,Truck,Natural gas and other fossil products,SW & Central Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Natural gas and other fossil products,SW & Central Asia,,Water,,0,0
Import flows,Hawaii,Arizona,Multiple modes & mail,Natural gas and other fossil products,Eastern Asia,,Water,,0,0
Import flows,Hawaii,California,Water,Natural gas and other fossil products,Eastern Asia,,Water,,49.115,51917
Import flows,Hawaii,California,Multiple modes & mail,Natural gas and other fossil products,Eastern Asia,,Water,,1.466,1550
Import flows,Hawaii,Hawaii,Truck,Natural gas and other fossil products,Eastern Asia,,Water,,214.134,226346
Import flows,Hawaii,Hawaii,Water,Natural gas and other fossil products,Eastern Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Natural gas and other fossil products,Eastern Asia,,Water,,95.097,100520
Import flows,Hawaii,Hawaii,Multiple modes & mail,Natural gas and other fossil products,Eastern Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Natural gas and other fossil products,Eastern Asia,,Water,,0,0
Import flows,Hawaii,Kentucky,Multiple modes & mail,Natural gas and other fossil products,Eastern Asia,,Water,,0,0
Import flows,Hawaii,Maryland,Multiple modes & mail,Natural gas and other fossil products,Eastern Asia,,Water,,0,0
Import flows,Hawaii,Tennessee,Multiple modes & mail,Natural gas and other fossil products,Eastern Asia,,Water,,0,0
Import flows,Hawaii,Texas,Multiple modes & mail,Natural gas and other fossil products,Eastern Asia,,Water,,294.571,311371
Import flows,Hawaii,Washington,Water,Natural gas and other fossil products,Eastern Asia,,Water,,0,0
Import flows,Hawaii,California,Water,Natural gas and other fossil products,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,California,Multiple modes & mail,Natural gas and other fossil products,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,Hawaii,Truck,Natural gas and other fossil products,SE Asia & Oceania,,Water,,21.173,22381
Import flows,Hawaii,Hawaii,Truck,Natural gas and other fossil products,SE Asia & Oceania,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Water,Natural gas and other fossil products,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Natural gas and other fossil products,SE Asia & Oceania,,Water,,9.403,9939
Import flows,Hawaii,Hawaii,Air (include truck-air),Natural gas and other fossil products,SE Asia & Oceania,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Natural gas and other fossil products,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Natural gas and other fossil products,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,Nevada,Multiple modes & mail,Natural gas and other fossil products,SE Asia & Oceania,,Water,,0,0
Import flows,Louisiana,Hawaii,Air (include truck-air),Basic chemicals,Canada,,Air (include truck-air),,3.138,13569
Import flows,Michigan,Hawaii,Air (include truck-air),Basic chemicals,Canada,,Truck,,0,0
Import flows,Michigan,Hawaii,Multiple modes & mail,Basic chemicals,Canada,,Truck,,0,0
Import flows,Michigan,Hawaii,Multiple modes & mail,Basic chemicals,Canada,,Rail,,0,0
Import flows,New York,Hawaii,Air (include truck-air),Basic chemicals,Canada,,Truck,,0,0
Import flows,New York,Hawaii,Multiple modes & mail,Basic chemicals,Canada,,Truck,,0,0
Import flows,Tennessee,Hawaii,Air (include truck-air),Basic chemicals,Canada,,Air (include truck-air),,0.247,2700136
Import flows,Washington,Hawaii,Air (include truck-air),Basic chemicals,Canada,,Truck,,0,0
Import flows,California,Hawaii,Water,Basic chemicals,Europe,,Water,,0,0
Import flows,California,Hawaii,Air (include truck-air),Basic chemicals,Europe,,Air (include truck-air),,91.972,397708
Import flows,Florida,Hawaii,Multiple modes & mail,Basic chemicals,Europe,,Water,,0,0
Import flows,Georgia,Hawaii,Multiple modes & mail,Basic chemicals,Europe,,Water,,0,0
Import flows,Hawaii,California,Air (include truck-air),Basic chemicals,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,Connecticut,Air (include truck-air),Basic chemicals,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Truck,Basic chemicals,Europe,,Water,,6.689,27443
Import flows,Hawaii,Hawaii,Truck,Basic chemicals,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Water,Basic chemicals,Europe,,Water,,1.292,5301
Import flows,Hawaii,Hawaii,Water,Basic chemicals,Europe,,Water,,2.555,10481
Import flows,Hawaii,Hawaii,Air (include truck-air),Basic chemicals,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Air (include truck-air),Basic chemicals,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Basic chemicals,Europe,,Water,,0.648,2658
Import flows,Hawaii,Hawaii,Multiple modes & mail,Basic chemicals,Europe,,Water,,1.277,5241
Import flows,Hawaii,Massachusetts,Air (include truck-air),Basic chemicals,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,New Jersey,Air (include truck-air),Basic chemicals,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,Ohio,Air (include truck-air),Basic chemicals,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,Pennsylvania,Air (include truck-air),Basic chemicals,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,Tennessee,Air (include truck-air),Basic chemicals,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,Utah,Air (include truck-air),Basic chemicals,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,Virginia,Air (include truck-air),Basic chemicals,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,Virginia,Multiple modes & mail,Basic chemicals,Europe,,Water,,0,0
Import flows,Kentucky,Hawaii,Air (include truck-air),Basic chemicals,Europe,,Air (include truck-air),,0,0
Import flows,Nevada,Hawaii,Air (include truck-air),Basic chemicals,Europe,,Air (include truck-air),,0,0
Import flows,South Carolina,Hawaii,Multiple modes & mail,Basic chemicals,Europe,,Water,,0,0
Import flows,Tennessee,Hawaii,Air (include truck-air),Basic chemicals,Europe,,Air (include truck-air),,0.003,8436
Import flows,Hawaii,Connecticut,Air (include truck-air),Basic chemicals,SW & Central Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Truck,Basic chemicals,SW & Central Asia,,Water,,12.455,51098
Import flows,Hawaii,Hawaii,Water,Basic chemicals,SW & Central Asia,,Water,,2.406,9869
Import flows,Hawaii,Hawaii,Water,Basic chemicals,SW & Central Asia,,Water,,4.757,19516
Import flows,Hawaii,Hawaii,Air (include truck-air),Basic chemicals,SW & Central Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Basic chemicals,SW & Central Asia,,Water,,1.206,4949
Import flows,Hawaii,Hawaii,Multiple modes & mail,Basic chemicals,SW & Central Asia,,Water,,2.378,9758
Import flows,Hawaii,Pennsylvania,Air (include truck-air),Basic chemicals,SW & Central Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Utah,Air (include truck-air),Basic chemicals,SW & Central Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Virginia,Air (include truck-air),Basic chemicals,SW & Central Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Washington,Air (include truck-air),Basic chemicals,SW & Central Asia,,Air (include truck-air),,0,0
Import flows,California,Hawaii,Water,Basic chemicals,Eastern Asia,,Water,,0.714,2244
Import flows,California,Hawaii,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,0.804,3480
Import flows,Georgia,Hawaii,Multiple modes & mail,Basic chemicals,Eastern Asia,,Water,,0,0
Import flows,Hawaii,Alabama,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,2.86,12369
Import flows,Hawaii,Arizona,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,9.081,39271
Import flows,Hawaii,California,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,382.097,1652281
Import flows,Hawaii,California,Multiple modes & mail,Basic chemicals,Eastern Asia,,Water,,0,0
Import flows,Hawaii,Colorado,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,27.897,120635
Import flows,Hawaii,Connecticut,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,0.282,1221
Import flows,Hawaii,Delaware,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,0.718,3107
Import flows,Hawaii,Florida,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,58.675,253727
Import flows,Hawaii,Georgia,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,2.422,10473
Import flows,Hawaii,Hawaii,Truck,Basic chemicals,Eastern Asia,,Water,,113.529,465772
Import flows,Hawaii,Hawaii,Truck,Basic chemicals,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Water,Basic chemicals,Eastern Asia,,Water,,21.928,89962
Import flows,Hawaii,Hawaii,Water,Basic chemicals,Eastern Asia,,Water,,43.36,177891
Import flows,Hawaii,Hawaii,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Basic chemicals,Eastern Asia,,Water,,10.996,45112
Import flows,Hawaii,Hawaii,Multiple modes & mail,Basic chemicals,Eastern Asia,,Water,,21.68,88945
Import flows,Hawaii,Idaho,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,1.203,5200
Import flows,Hawaii,Illinois,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,5.499,23777
Import flows,Hawaii,Illinois,Multiple modes & mail,Basic chemicals,Eastern Asia,,Water,,0,0
Import flows,Hawaii,Indiana,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Iowa,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,25.974,112320
Import flows,Hawaii,Kansas,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Kentucky,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Maryland,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,0.706,3054
Import flows,Hawaii,Maryland,Multiple modes & mail,Basic chemicals,Eastern Asia,,Water,,0,0
Import flows,Hawaii,Massachusetts,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,0.709,3064
Import flows,Hawaii,Michigan,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Minnesota,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,1.464,6331
Import flows,Hawaii,Mississippi,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Missouri,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,1.07,4625
Import flows,Hawaii,Nebraska,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Nevada,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,New Hampshire,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,14.869,64298
Import flows,Hawaii,New Jersey,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,93.026,402267
Import flows,Hawaii,New York,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,34.043,147205
Import flows,Hawaii,North Carolina,Air (include truck-air),Basic chemicals,Eastern Asia,,Air (include truck-air),,56.646,244952
